time,weather_code (wmo code),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),rain_sum (mm),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C)
23-01-2021,0,31.4,342,0,0,18.86,25.7,27.8,24.6
24-01-2021,3,29,346,0,0,18.96,24.8,26.3,23.6
25-01-2021,3,28.8,347,0,0,19.22,23.7,25,22.8
26-01-2021,3,29.1,346,0,0,19.35,23.2,25.2,22.1
27-01-2021,3,28.4,346,0,0,19.71,23.5,24.1,22.7
28-01-2021,3,29.7,348,0,0,19.68,22.8,24,21.2
29-01-2021,3,28.3,349,0,0,19.51,23.7,24.6,21.9
30-01-2021,0,29,346,0,0,19.65,24.8,26.4,23.3
31-01-2021,0,28.2,355,0,0,19.63,25.2,26.8,23.1
01-02-2021,1,27.3,354,0,0,18.75,26.7,30.1,24.3
02-02-2021,1,25.1,349,0,0,18.34,26.8,29,25.1
03-02-2021,0,23.7,344,0,0,20.02,26.6,28,24.7
04-02-2021,0,28.6,345,0,0,20.09,25.5,26.7,24.3
05-02-2021,3,31.1,350,0,0,20.29,23.6,26.3,21.4
06-02-2021,3,31.5,9,0,0,20.53,23.9,27.4,21.2
07-02-2021,0,28.3,18,0,0,20.78,24.9,30.2,21.7
08-02-2021,0,32,12,0,0,21.13,25.2,30.8,22.3
09-02-2021,2,23,356,0,0,21.47,25.5,29.5,21.9
10-02-2021,3,24.2,345,0,0,21.32,25.8,26.6,23.7
11-02-2021,3,26.4,345,0,0,21.19,26.6,28,24.2
12-02-2021,3,27,328,0,0,21.07,26.9,28.3,25.9
13-02-2021,0,28.4,336,0,0,21.12,26.4,27.9,24.9
14-02-2021,0,30.1,336,0,0,21.07,26.4,27.8,25.2
15-02-2021,1,31.1,335,0,0,21.07,25.9,26.9,24.3
16-02-2021,1,33.3,338,0,0,20.94,25.4,26.5,23.5
17-02-2021,1,32.1,338,0,0,21.2,26,27.4,24.5
18-02-2021,51,19.8,26,0.2,0.2,20.72,27.7,30.9,25.4
19-02-2021,2,23.2,39,0,0,19.08,26.7,30.9,23.5
20-02-2021,2,37.8,18,0,0,20.71,25.7,29.3,23
21-02-2021,2,28.2,33,0,0,20.48,27.8,32.9,23.7
22-02-2021,1,21,326,0,0,20.69,29.2,31.5,27.2
23-02-2021,0,23.1,322,0,0,21.13,29.6,31.5,28.2
24-02-2021,0,22.5,332,0,0,21.4,29.6,30.6,28.3
25-02-2021,0,29.5,337,0,0,21.82,28.1,29.9,26.9
26-02-2021,2,27.3,328,0,0,22.21,28.1,29.8,26.8
27-02-2021,0,30,337,0,0,22.17,28.1,29.4,27.1
28-02-2021,0,32,346,0,0,22.37,28.6,30.7,27
01-03-2021,2,32.3,342,0,0,20.26,28.7,31.6,27.6
02-03-2021,0,34,341,0,0,22.78,28,30.2,25.6
03-03-2021,0,31.6,335,0,0,22.99,28.4,31.4,25.1
04-03-2021,0,28.5,355,0,0,22.94,28.8,31.6,27
05-03-2021,0,26.8,283,0,0,23.39,30.1,31.9,27.3
06-03-2021,0,23.4,271,0,0,23.12,30.6,31.7,29.2
07-03-2021,0,26.9,343,0,0,23.47,28.9,30.6,27.2
08-03-2021,0,29.3,335,0,0,23.55,28.7,30,27.4
09-03-2021,1,33.4,339,0,0,23.07,29.2,30.7,27.4
10-03-2021,2,29.9,329,0,0,22.77,29.6,31.1,28.1
11-03-2021,1,32.6,332,0,0,23.1,29.2,30.5,27.1
12-03-2021,1,32.7,339,0,0,23.45,28.8,30.7,27.3
13-03-2021,1,31.7,342,0,0,23.54,29.1,31,27.4
14-03-2021,0,25,335,0,0,23.54,29.8,31.3,27.6
15-03-2021,0,30.5,341,0,0,23.79,29.4,31.3,28
16-03-2021,0,32.2,340,0,0,23.64,29.4,31,27.6
17-03-2021,3,30.7,332,0,0,22.8,30.1,32.8,28.6
18-03-2021,2,28.5,327,0,0,22.41,30.2,31.8,28.2
19-03-2021,1,29.8,328,0,0,23.72,29.1,31,27.7
20-03-2021,2,24.7,322,0,0,23.31,29.5,30.5,27.8
21-03-2021,0,20.1,310,0,0,24.26,30.8,32.4,29.6
22-03-2021,2,22.4,339,0,0,24.2,30.4,32.1,28.7
23-03-2021,1,30.1,342,0,0,24.24,30.2,32.1,28.8
24-03-2021,1,26.6,350,0,0,24.07,30.9,33,28.9
25-03-2021,0,33.7,348,0,0,24.9,29.9,34,28.1
26-03-2021,0,32.4,345,0,0,24.95,29.8,31.4,28.1
27-03-2021,0,30,337,0,0,25.05,30.9,32.8,28.5
28-03-2021,3,25.1,253,0,0,24.93,32.1,33.7,30.4
29-03-2021,3,30.6,284,0,0,24.8,32.1,33.5,29.6
30-03-2021,1,15.6,261,0,0,25.06,31.2,32.7,30
31-03-2021,1,21.7,302,0,0,24.98,31.2,32.2,29.8
01-04-2021,1,21.6,252,0,0,24.88,31.6,32.7,30.2
02-04-2021,3,18.8,237,0,0,24.7,30.8,31.9,30.2
03-04-2021,2,22,224,0,0,23.53,30.4,31,29.4
04-04-2021,2,26.3,293,0,0,24.75,30.9,31.7,29.1
05-04-2021,1,31.2,331,0,0,23.77,31.1,32.4,29.5
06-04-2021,0,34.2,333,0,0,25.44,30.9,32.5,29.5
07-04-2021,1,31.5,322,0,0,25.06,32,33.1,29.8
08-04-2021,3,22,279,0,0,22.41,32.7,33.8,31.4
09-04-2021,1,29.9,311,0,0,24.97,32.2,33.4,29.9
10-04-2021,2,25.7,297,0,0,24.8,32.9,33.9,31
11-04-2021,1,24.8,294,0,0,25.08,33.4,34.4,31.7
12-04-2021,1,24,297,0,0,24.78,33.8,35.1,32.2
13-04-2021,2,24.5,312,0,0,24.45,33.7,34.3,32.6
14-04-2021,0,22.4,280,0,0,24.1,34,35.9,32
15-04-2021,0,27.5,294,0,0,24.95,33.3,35.5,31.3
16-04-2021,2,33.8,316,0,0,25.82,32,33.8,29.4
17-04-2021,0,35.4,326,0,0,25.45,32.8,34.1,30.8
18-04-2021,0,28.3,320,0,0,25.56,33.9,35.8,32.4
19-04-2021,1,23,253,0,0,25.63,33.4,34.8,32.2
20-04-2021,3,20.5,276,0,0,25.01,33.1,34.5,31.7
21-04-2021,3,24.6,314,0,0,24.3,32.3,33.4,30.9
22-04-2021,51,34,331,0.1,0.1,22.75,32.2,33.5,30.5
23-04-2021,3,28.1,315,0,0,25.02,31.9,33.3,30.4
24-04-2021,3,30.3,324,0,0,26.16,32.2,33.4,30.7
25-04-2021,2,28.2,309,0,0,25.4,34,36.5,32.2
26-04-2021,3,22.3,257,0,0,24.6,35.1,36.2,33.2
27-04-2021,1,23,262,0,0,25.26,34.4,35.4,32.7
28-04-2021,2,33.1,302,0,0,25.39,34.2,35.5,31.8
29-04-2021,3,29.5,310,0,0,25.43,34.1,35.1,32.1
30-04-2021,3,21.6,304,0,0,25.34,34.2,35.4,33
01-05-2021,3,25.8,324,0,0,19.11,34.3,36.5,32.3
02-05-2021,3,22.3,292,0,0,23.11,35.1,36.7,33.4
03-05-2021,0,26.4,311,0,0,25.31,34.7,35.7,34
04-05-2021,1,27.3,307,0,0,25.84,34.7,35.9,33
05-05-2021,1,28.8,309,0,0,25.74,34.3,36.1,32.8
06-05-2021,1,23.3,288,0,0,25.66,34.9,36.1,33.5
07-05-2021,1,24.5,301,0,0,25.68,34.8,35.5,33.3
08-05-2021,2,26.9,291,0,0,25.8,35.1,36.1,33.4
09-05-2021,3,23.9,276,0,0,25.15,34.7,36,32.8
10-05-2021,1,25.5,291,0,0,25.62,33.8,35.6,32.1
11-05-2021,3,25.4,298,0,0,24.71,33.1,34.9,31.8
12-05-2021,51,22.4,286,0.2,0.2,23.99,32.9,33.7,32
13-05-2021,3,22.5,296,0,0,25.32,32.7,33.8,31.1
14-05-2021,3,33.3,332,0,0,25.52,33.2,35,31.2
15-05-2021,3,43.5,355,0,0,15.03,34,36.8,31.7
16-05-2021,61,45.2,69,18.8,18.8,9.1,32.1,36.1,27.8
17-05-2021,65,94.5,174,194.8,194.8,1.88,25.4,27.6,21.5
18-05-2021,61,55.3,194,19.7,19.7,11.17,29.1,31.1,27.1
19-05-2021,63,45.3,209,11.1,11.1,12.07,31.7,33.5,28.2
20-05-2021,51,16.2,235,0.6,0.6,24.6,34.2,36.2,32.6
21-05-2021,51,18.5,263,0.5,0.5,23.99,34.3,36.2,32.8
22-05-2021,51,19.2,250,0.4,0.4,17.85,33.8,35,33.3
23-05-2021,51,21.7,291,0.9,0.9,21.63,34,35.9,33
24-05-2021,51,26,312,1.1,1.1,22.71,33.3,34.5,32.1
25-05-2021,51,28.3,300,0.3,0.3,22.92,32.9,34.4,31.9
26-05-2021,3,27.2,270,0,0,23.43,32.3,33.8,31.2
27-05-2021,51,29,257,0.9,0.9,22.64,33.1,34.7,31.5
28-05-2021,53,19.9,244,1.6,1.6,21.19,33.9,35.3,33.1
29-05-2021,51,20.4,231,0.7,0.7,20.66,34.1,35.3,33
30-05-2021,51,22.5,200,1.4,1.4,20.44,33.6,34.2,32.5
31-05-2021,55,20.8,201,3.5,3.5,17.33,33.1,34,32.3
01-06-2021,61,26.1,193,8.2,8.2,17.12,33,33.8,32.2
02-06-2021,51,16.9,196,1.6,1.6,15.45,33.7,35.2,32.2
03-06-2021,53,16.2,199,1.5,1.5,18.53,34.3,35.6,33.3
04-06-2021,53,17.7,196,2.6,2.6,21.95,33.8,35.8,32.6
05-06-2021,61,19,203,8.4,8.4,9.99,32.3,33.2,30.7
06-06-2021,61,21.3,214,8,8,14.89,32.2,33.5,31
07-06-2021,63,20.6,213,18.8,18.8,19.21,31.9,32.7,31.1
08-06-2021,63,22.2,234,41.6,41.6,17.51,31.7,32.8,30.6
09-06-2021,63,25.3,251,32.8,32.8,11.47,31.4,33,30.3
10-06-2021,63,31.6,232,20.9,20.9,12.53,31,33,29.3
11-06-2021,63,29.4,227,30.3,30.3,14.03,30.6,31.7,29.9
12-06-2021,61,27.2,241,20.1,20.1,12.33,31.3,32.6,30.3
13-06-2021,61,24.7,230,10.3,10.3,18.57,31.5,32.6,30.5
14-06-2021,53,27.9,223,8.7,8.7,18.6,31.5,33.3,29.5
15-06-2021,55,33.4,214,10.6,10.6,14.16,30.2,31.6,28.4
16-06-2021,61,34.5,222,19.1,19.1,5.31,30.1,31.5,28.9
17-06-2021,61,34.2,216,16.7,16.7,7.61,28.9,30.1,28
18-06-2021,63,42.7,225,19.3,19.3,14.79,28.4,29.7,27.6
19-06-2021,61,32.4,223,16,16,14.43,28.4,29.8,27.2
20-06-2021,55,29.5,232,10.8,10.8,14.79,30.2,31.6,28.8
21-06-2021,53,24,248,4,4,18.18,31.6,32.8,30.4
22-06-2021,51,21.3,258,2.9,2.9,13.86,32.1,33,31
23-06-2021,53,20,232,5.6,5.6,16.1,31.7,32.5,30.3
24-06-2021,61,26,232,16.3,16.3,6.5,30.3,32,28.8
25-06-2021,63,23,256,24.6,24.6,8.24,30.9,32.4,29.8
26-06-2021,51,23.4,275,1.4,1.4,19.36,31.7,33,30.8
27-06-2021,63,20.7,303,16,16,14.27,32.1,33.3,30.7
28-06-2021,63,13.7,278,10.3,10.3,11.97,31.7,32.6,30.9
29-06-2021,51,19.8,223,2,2,21.47,32.4,33.7,31.2
30-06-2021,51,21.7,244,3,3,17.99,32.2,33.2,31.5
01-07-2021,51,30.8,243,1.6,1.6,21.69,31.5,32.6,30.3
02-07-2021,51,28.3,226,1.9,1.9,20.89,31.3,32.4,30.1
03-07-2021,51,24.5,232,1.5,1.5,20.83,32.2,33.8,31.3
04-07-2021,51,15.6,251,2,2,18.97,32.9,33.5,32
05-07-2021,51,16,263,1.2,1.2,19.88,33.1,33.6,32.4
06-07-2021,51,17.7,276,0.6,0.6,19.39,33.3,34,32.6
07-07-2021,51,18.8,288,2,2,20.33,33.2,34.2,32.7
08-07-2021,61,19.4,258,14.9,14.9,18.25,32.2,33.2,31.4
09-07-2021,53,19.1,261,6.8,6.8,11.23,32.1,33.3,30.8
10-07-2021,63,23.1,269,39.1,39.1,6.32,31.4,32.6,30
11-07-2021,63,22.9,244,25.7,25.7,16.82,31.8,33,30.4
12-07-2021,65,47.2,240,83.7,83.7,12.9,29.4,31.1,27.6
13-07-2021,63,34.7,237,38.6,38.6,8.61,29.9,31.2,29
14-07-2021,63,35.8,247,48.1,48.1,6.54,29.7,30.6,28.3
15-07-2021,63,33.6,243,33.4,33.4,12.46,30.4,31.6,28.8
16-07-2021,63,40.1,229,38,38,11.4,29.7,30.5,28.1
17-07-2021,65,39.3,269,50.1,50.1,6.81,30.5,32.5,28.3
18-07-2021,63,32.4,285,40.1,40.1,14.51,30,30.5,29.5
19-07-2021,63,31,262,53.7,53.7,7.59,29.4,30.3,28.7
20-07-2021,63,35.7,245,40.6,40.6,5.98,29.1,30.1,27.9
21-07-2021,63,49.4,258,34.5,34.5,5.73,28.2,29.2,27.3
22-07-2021,61,43.1,263,23.9,23.9,5.74,28.4,29.8,27.4
23-07-2021,61,37.4,259,25.9,25.9,5.08,28.4,29.4,27.4
24-07-2021,55,31.6,255,11.4,11.4,13.36,29.7,31.2,28.5
25-07-2021,55,36.6,247,15.6,15.6,12.73,29,30.2,27.9
26-07-2021,61,36.1,245,9.5,9.5,17.06,28.7,29.4,27.7
27-07-2021,53,41.2,234,5.6,5.6,16.79,28.7,29.9,27.9
28-07-2021,55,41.3,234,7.7,7.7,13.35,28.6,29.4,27.3
29-07-2021,61,40.1,244,12.3,12.3,12.39,28.7,29.2,27.9
30-07-2021,61,40.8,250,7.2,7.2,6.49,28.8,29.5,28.2
31-07-2021,51,40.4,256,3.2,3.2,18.95,28.3,29.2,27.1
01-08-2021,51,39.8,253,2.3,2.3,16.26,28,28.9,27.3
02-08-2021,53,34.1,248,5.7,5.7,17.48,28.3,29.4,27.4
03-08-2021,55,35.9,243,10.9,10.9,14.3,28.6,29.6,27.3
04-08-2021,53,37.2,246,4.9,4.9,11.66,28.6,29.8,27.1
05-08-2021,53,35.9,256,3.8,3.8,18.6,29.5,30.3,28.2
06-08-2021,51,28.8,254,3.5,3.5,18.66,29.8,30.3,29.1
07-08-2021,53,21.4,240,3.8,3.8,16.55,30.3,31.4,29.3
08-08-2021,53,17.2,221,2.8,2.8,17.55,30.7,31.8,29.7
09-08-2021,51,24,230,2.9,2.9,20.81,30.8,31.7,30
10-08-2021,53,23.7,236,4.5,4.5,15.89,30.1,30.8,29.2
11-08-2021,51,23.4,251,3.1,3.1,16.43,30.3,30.9,29.7
12-08-2021,53,23.3,264,3.5,3.5,17.15,30.3,31.5,29.3
13-08-2021,51,25.1,256,2.7,2.7,17.36,29.8,30.7,28.6
14-08-2021,53,25.3,243,10.5,10.5,16.21,29.1,29.8,28
15-08-2021,55,18.8,242,7.6,7.6,14.89,29.9,31.4,28.6
16-08-2021,53,16.6,241,3.5,3.5,16.04,30.8,31.5,29.7
17-08-2021,61,13.8,249,13.3,13.3,7.69,30.7,31.4,30
18-08-2021,61,18.6,268,19.2,19.2,6.04,30.2,31.4,29.4
19-08-2021,63,23.6,264,29.1,29.1,3.92,29.6,30.6,28.5
20-08-2021,63,22,273,21.9,21.9,11.05,29.8,30.7,28.7
21-08-2021,63,28.1,235,39.4,39.4,5.32,29.3,30.5,27.7
22-08-2021,51,17.7,220,3.1,3.1,15.93,30.6,31.4,29.2
23-08-2021,51,18.2,208,0.8,0.8,22.28,31.2,32.3,29.5
24-08-2021,51,17.2,236,0.7,0.7,20.8,31.6,32.2,30.5
25-08-2021,51,21.6,241,1.5,1.5,18.64,31,31.8,30.2
26-08-2021,53,21.2,232,3.2,3.2,16.77,30.5,31.6,29.6
27-08-2021,51,14.8,225,2.2,2.2,18.08,31,32.4,30.1
28-08-2021,51,19,229,0.9,0.9,19.15,31.1,31.8,30
29-08-2021,51,15.7,276,0.7,0.7,18.71,31.6,32.5,30.8
30-08-2021,63,23.8,302,18.4,18.4,10.63,30.6,31.9,29
31-08-2021,63,23.2,277,30.9,30.9,5.04,30.2,31,29.3
01-09-2021,63,29.1,233,16.9,16.9,13.27,29.5,30.6,28.5
02-09-2021,53,30.8,219,6.5,6.5,16.66,29.4,30.3,28.4
03-09-2021,61,25.3,215,15.3,15.3,17.74,29.6,30.4,28.8
04-09-2021,61,20.2,249,20.1,20.1,17.69,30.5,31.3,29.6
05-09-2021,53,20.3,255,9.7,9.7,11.72,30.4,31.1,29.8
06-09-2021,63,24.5,305,19.9,19.9,15.17,30.2,31.2,29.3
07-09-2021,63,31.6,299,49.9,49.9,4.97,30.9,32.6,28.6
08-09-2021,65,47.7,235,25.3,25.3,8.19,28,29,26.5
09-09-2021,53,38.7,233,7.3,7.3,18.67,28.8,29.8,27.8
10-09-2021,53,34.5,226,8,8,14.99,28.9,29.5,28
11-09-2021,63,33.6,225,51.7,51.7,14.85,28.7,29.5,28
12-09-2021,63,30,248,30.8,30.8,14.62,29.7,30.8,28.9
13-09-2021,61,37.8,258,16.9,16.9,10.24,29,30.1,28.2
14-09-2021,53,34.9,241,3.3,3.3,16.78,29.3,30.1,28.2
15-09-2021,53,35.6,210,4.2,4.2,11.68,28.8,29.8,27.9
16-09-2021,51,31.3,213,2.2,2.2,20.35,29.5,30.4,28.2
17-09-2021,51,27.2,218,2.2,2.2,18.74,29.9,30.8,28.7
18-09-2021,53,23.4,212,4.6,4.6,16.46,29.8,30.6,28.9
19-09-2021,61,23.1,217,12.2,12.2,15.98,30.2,31.6,29.2
20-09-2021,61,18.6,254,10.5,10.5,16.29,30.9,32.4,30.1
21-09-2021,61,22,273,21.3,21.3,10.54,30,30.7,29
22-09-2021,63,21.9,282,16.5,16.5,8.04,30.4,31.9,28.8
23-09-2021,53,18.9,234,6.3,6.3,14.66,31,31.9,29.6
24-09-2021,51,18.5,232,0.9,0.9,20.26,31.4,32.3,30.5
25-09-2021,51,17.1,244,1.7,1.7,18.57,31.2,31.8,30.2
26-09-2021,51,17,288,1.3,1.3,19.27,31.4,32.3,30.7
27-09-2021,53,14.1,286,4.5,4.5,7.2,31,31.7,30.4
28-09-2021,63,33.4,229,24.7,24.7,5.7,29.8,31.6,27.9
29-09-2021,61,35.1,201,14.8,14.8,13.42,28.8,30.2,28
30-09-2021,51,31.6,181,3,3,17.24,29.8,31.3,28
01-10-2021,51,17.4,208,0.1,0.1,20.48,32.9,34.3,30.7
02-10-2021,51,27.7,352,1.3,1.3,12.08,32.2,32.9,31.3
03-10-2021,3,25.4,342,0,0,20.32,33.2,34,32
04-10-2021,51,23.4,341,0.3,0.3,20.53,33.3,34.7,32.4
05-10-2021,3,27.3,347,0,0,17.32,33.2,34.6,31.8
06-10-2021,53,17.9,34,0.5,0.5,17.46,34.2,35.6,33
07-10-2021,53,22.9,154,3.3,3.3,20.01,33.3,36.8,29.4
08-10-2021,61,21.9,172,6,6,17.1,32,34,30.9
09-10-2021,55,19.3,188,5.7,5.7,14.71,32.4,34.1,30.6
10-10-2021,55,12.5,177,2,2,16.91,32.5,33.9,31.3
11-10-2021,61,19.4,348,8.9,8.9,16.68,32.3,33.5,31.2
12-10-2021,3,19.4,6,0,0,19.9,33.8,35,32.1
13-10-2021,3,21.9,346,0,0,20.13,34.4,35.6,33.1
14-10-2021,3,26.8,3,0,0,20.39,33.5,35.3,31.5
15-10-2021,3,26.1,359,0,0,20.81,32.6,35.5,30.1
16-10-2021,3,30.3,351,0,0,21.16,31.6,33.8,30.2
17-10-2021,3,23.4,316,0,0,20.73,32,33.8,30.1
18-10-2021,51,26.1,294,0.1,0.1,19.29,32,33.3,31.4
19-10-2021,51,17.9,309,0.1,0.1,19.56,31.7,32.6,31
20-10-2021,2,29.6,352,0,0,20.35,30.8,32,29.6
21-10-2021,3,29.2,351,0,0,20.48,31,32.7,29.6
22-10-2021,3,26.6,353,0,0,20.81,30.8,32.8,28.9
23-10-2021,1,28.8,350,0,0,20.46,30,32.4,28.5
24-10-2021,51,24.5,352,0.2,0.2,19.63,29.9,31.9,28.3
25-10-2021,0,29.7,354,0,0,20.02,29.3,31.1,28.1
26-10-2021,0,28.8,353,0,0,19.75,30.6,32.1,28.7
27-10-2021,0,33.2,360,0,0,19.92,29.8,33.3,27.1
28-10-2021,3,33.7,16,0,0,18.84,29.7,34.1,26.3
29-10-2021,3,37.6,16,0,0,20.4,27.9,32.2,25.2
30-10-2021,3,29.6,8,0,0,19.36,28.4,31.6,24.8
31-10-2021,2,25.3,359,0,0,19.41,30,32.2,27.4
01-11-2021,3,19.3,4,0,0,19.23,30.9,32.6,28.9
02-11-2021,3,20.4,356,0,0,18.62,31.2,34.4,29.1
03-11-2021,3,28.7,359,0,0,19.03,30.4,32.9,28.9
04-11-2021,3,19.8,6,0,0,18.42,31.4,33,29.6
05-11-2021,63,27.3,220,9.6,9.6,17.28,31,34.2,26.8
06-11-2021,3,22.7,26,0,0,16.22,30.1,32.3,29.1
07-11-2021,3,19.7,356,0,0,5.85,31.1,32.9,29.8
08-11-2021,3,24.3,3,0,0,18.69,29.4,32,27.6
09-11-2021,3,25.2,17,0,0,19.16,28.2,32,25.4
10-11-2021,3,27.7,13,0,0,18.96,27.6,31.9,24.4
11-11-2021,3,28.6,15,0,0,18.99,27.4,31.1,24.1
12-11-2021,3,28.9,2,0,0,18.09,27.5,29.6,24.3
13-11-2021,3,27.2,349,0,0,18.05,29.3,31.1,26.8
14-11-2021,3,23.8,349,0,0,17.42,30.8,32.3,28.3
15-11-2021,3,27.4,346,0,0,17.16,30.6,32.4,28.3
16-11-2021,3,23.4,12,0,0,15.67,31.9,35.2,30.4
17-11-2021,63,26.6,35,10.7,10.7,10.07,30.9,34.2,27.7
18-11-2021,51,15.3,8,0.3,0.3,15.81,31.2,32.9,30.3
19-11-2021,51,17.1,15,0.1,0.1,16.07,31.8,34.3,29.7
20-11-2021,51,22.5,41,0.5,0.5,15.77,32.1,34,29.3
21-11-2021,53,26.4,120,2.9,2.9,14.73,31.8,37.3,29.8
22-11-2021,3,14.8,331,0,0,12.81,31.9,32.7,31.1
23-11-2021,3,24.6,341,0,0,16.66,32.1,32.9,31.4
24-11-2021,3,25.8,356,0,0,16.66,32.5,34.4,31.4
25-11-2021,3,26.1,8,0,0,17.31,31.8,35,30
26-11-2021,3,25.6,4,0,0,17.61,31.3,34.1,29.6
27-11-2021,3,24.4,6,0,0,17.61,30.8,34.2,28.5
28-11-2021,3,29.1,39,0,0,17.18,28.7,32.7,26.3
29-11-2021,3,26.1,41,0,0,16.16,29.4,33.6,24.6
30-11-2021,51,25.8,3,0.1,0.1,12.18,29.6,32.3,27.6
01-12-2021,63,38.5,43,65.7,65.7,2.75,24.2,28.9,20.5
02-12-2021,65,32.2,138,41.3,41.3,6.21,26.4,28.1,20.9
03-12-2021,51,13.3,90,1,1,12.3,29,31.1,27.6
04-12-2021,51,15.5,123,0.3,0.3,15.85,29.6,31,26.9
05-12-2021,3,14.6,23,0,0,14.42,28.8,30.3,27.3
06-12-2021,1,26.2,10,0,0,16.2,28.2,30.4,26.5
07-12-2021,3,24.5,22,0,0,15.9,28.5,30.6,26
08-12-2021,3,25.3,28,0,0,16.79,28.8,33.2,26.2
09-12-2021,3,23.4,13,0,0,15.98,28.5,30.8,25.6
10-12-2021,2,25.1,20,0,0,15.96,29.1,32.8,26.3
11-12-2021,3,22.3,22,0,0,16.37,28.9,32.1,26.6
12-12-2021,3,25.9,28,0,0,16.79,28.9,33.9,25.8
13-12-2021,2,27.2,8,0,0,16.5,27.5,29.5,25.8
14-12-2021,3,30,358,0,0,16.59,26.2,28.2,25.2
15-12-2021,3,25.1,352,0,0,15.93,26.6,27.8,25.5
16-12-2021,3,28.6,354,0,0,15.63,26.4,28.2,24.5
17-12-2021,3,27.6,356,0,0,16.1,26.2,27.4,24.3
18-12-2021,3,27.6,12,0,0,16.65,26.3,28.5,24
19-12-2021,0,26.9,25,0,0,16.83,26.2,30.5,23
20-12-2021,3,26.5,10,0,0,16.84,26,29.2,22.9
21-12-2021,3,19.1,0,0,0,16.77,26.3,27.8,23.9
22-12-2021,1,21.9,346,0,0,16.74,26,27.6,24.2
23-12-2021,0,19.1,351,0,0,16.82,25.5,26.7,23.4
24-12-2021,0,18.6,350,0,0,16.83,25.6,26.5,24.1
25-12-2021,3,22.7,359,0,0,16.48,24.6,26.1,21.7
26-12-2021,3,27.6,357,0,0,16.64,25.3,26.5,23.2
27-12-2021,3,21.6,355,0,0,16.5,26.4,28.4,23.5
28-12-2021,3,30.2,356,0,0,16.48,24.9,26.2,23
29-12-2021,3,32.8,359,0,0,16.67,23.1,25.3,21.5
30-12-2021,0,28.3,17,0,0,16.68,25.5,31,21.9
31-12-2021,3,24.5,27,0,0,16.38,26.8,32,24.4
01-01-2022,3,22.5,19,0,0,16.3,27.1,31.9,24.1
02-01-2022,1,19.9,9,0,0,16.13,27.5,30.4,24.7
03-01-2022,3,16.4,6,0,0,16.37,27.9,30.1,26
04-01-2022,2,19.8,354,0,0,16.62,28.3,31.4,25.7
05-01-2022,2,22.7,344,0,0,16.58,27.7,28.5,26.6
06-01-2022,2,27.6,360,0,0,16.41,26.1,27.9,25
07-01-2022,55,19.1,293,1.4,1.4,15.81,26.9,27.8,24.9
08-01-2022,61,22.8,6,7.4,7.4,9.36,24.5,25.8,20.9
09-01-2022,1,34,354,0,0,17.29,19.8,21.7,17.6
10-01-2022,0,31.3,354,0,0,17.95,19.4,20.9,16.9
11-01-2022,0,26.3,355,0,0,17.76,21.3,22.7,18.6
12-01-2022,0,29.9,353,0,0,17.62,21.2,22.8,18.6
13-01-2022,2,20,351,0,0,17.34,23,24.2,20.3
14-01-2022,2,23.8,357,0,0,17.08,23.7,24.9,21.6
15-01-2022,3,27.1,9,0,0,17.37,24.1,27.5,21.6
16-01-2022,3,26,27,0,0,17.78,25.8,31.3,22.2
17-01-2022,3,23.5,4,0,0,16.49,26.8,30.2,24.4
18-01-2022,1,27.6,357,0,0,17.73,25.5,27.6,24.1
19-01-2022,0,23,350,0,0,18.06,25.4,27,23.4
20-01-2022,3,23.7,338,0,0,18.24,25.2,26.9,23.8
21-01-2022,3,19,339,0,0,17.83,26.5,28.1,23.8
22-01-2022,53,31.8,283,2.4,2.4,15.79,25,27.8,21
23-01-2022,53,32.4,330,0.5,0.5,16.21,19.2,21.1,16.8
24-01-2022,0,31.7,3,0,0,19.25,17.7,20.2,15.8
25-01-2022,2,32,359,0,0,19.21,19.2,21.8,15.9
26-01-2022,2,31.8,1,0,0,19.14,20.6,22.6,17.3
27-01-2022,0,28.5,14,0,0,18.96,22.5,26.1,19.4
28-01-2022,0,25.8,20,0,0,19.23,23.2,28.4,20
29-01-2022,0,27.1,9,0,0,19.74,23.7,28.9,19.9
30-01-2022,0,21.9,350,0,0,19.64,23.9,25.8,20.6
31-01-2022,0,23.9,350,0,0,20.07,23.4,25.2,21.2
01-02-2022,0,26.5,344,0,0,20,23.7,25.6,20.8
02-02-2022,1,24.2,334,0,0,19.95,25,26.9,23
03-02-2022,3,18,266,0,0,19.24,25.4,27.5,23
04-02-2022,2,16.2,328,0,0,20.06,23.9,25.8,21.8
05-02-2022,2,26.6,345,0,0,20.22,22.7,23.8,21.5
06-02-2022,1,28.1,336,0,0,20.26,23.5,25,20.6
07-02-2022,3,28,337,0,0,19.79,23.6,24.5,22.3
08-02-2022,2,21.7,332,0,0,19.93,23.7,24.7,22.6
09-02-2022,2,27.5,350,0,0,19.73,23.4,25.1,21.6
10-02-2022,3,31.9,351,0,0,20.67,23.7,25.8,21.2
11-02-2022,0,34.9,2,0,0,20.8,24.7,29.6,22.7
12-02-2022,3,26.2,347,0,0,20.79,25,26.4,22.9
13-02-2022,0,26.3,342,0,0,20.94,25,26.7,23.4
14-02-2022,3,26.5,349,0,0,21.23,24.1,26,23
