time,weather_code (wmo code),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),rain_sum (mm),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C)
01-01-2020,3,19.7,1,0,0,16.95,24.3,25.7,22.9
02-01-2020,2,22.2,348,0,0,16.63,24.7,25.6,23.2
03-01-2020,3,31.3,355,0,0,17.03,22.6,24.9,20.5
04-01-2020,2,32,356,0,0,17.28,22,23.9,20.1
05-01-2020,0,27.1,18,0,0,17,24.8,29.4,21.6
06-01-2020,0,24.4,345,0,0,16.89,26.5,28.9,23.3
07-01-2020,1,25.7,331,0,0,16.79,27.3,28.4,26.4
08-01-2020,51,26.7,344,0.1,0.1,16.16,25.4,28.5,20.5
09-01-2020,2,34.7,358,0,0,17.48,22.2,24.6,20.1
10-01-2020,2,26.3,13,0,0,17.17,25.7,30.6,21.9
11-01-2020,1,19.2,11,0,0,16.88,27.8,30.6,24.9
12-01-2020,51,21.5,339,0.4,0.4,17.28,27.8,29.6,25.6
13-01-2020,53,23.4,341,0.8,0.8,16.49,26.7,28,25.1
14-01-2020,51,33,353,0.4,0.4,16.92,23.8,26.4,21.6
15-01-2020,1,31.6,344,0,0,17.38,21.4,22.8,20.5
16-01-2020,1,30.1,357,0,0,17.93,19.4,22.5,16.4
17-01-2020,0,33.1,357,0,0,18.57,18.5,19.9,16.4
18-01-2020,2,27.3,356,0,0,18.1,21.7,24.1,17.9
19-01-2020,0,25.6,347,0,0,17.96,24.2,26.2,21.2
20-01-2020,0,22.5,345,0,0,18,26.1,28.6,23.7
21-01-2020,1,24,340,0,0,17.96,26,27.2,24.1
22-01-2020,1,27.1,352,0,0,18.03,25.5,27,24.5
23-01-2020,0,30.9,353,0,0,18.31,26.1,28.5,24.7
24-01-2020,0,27.4,351,0,0,18.49,26.5,28.1,25.3
25-01-2020,3,30.6,346,0,0,18.28,25.8,27.6,24.7
26-01-2020,0,23.3,328,0,0,18.37,26.8,27.9,26
27-01-2020,1,18.1,310,0,0,18.66,26.4,28,25.3
28-01-2020,51,22.7,321,1,1,16.7,24.5,26.8,23.2
29-01-2020,51,33,348,0.1,0.1,17.31,20.5,23.6,19
30-01-2020,3,31.6,352,0,0,19.7,21.1,23.7,19.1
31-01-2020,0,29.3,345,0,0,19.52,21.6,23.1,20.4
01-02-2020,0,30.7,347,0,0,19.53,23.1,26.1,19.9
02-02-2020,3,18.4,297,0,0,19.63,26.1,27.2,24.6
03-02-2020,3,17.7,301,0,0,19.38,26.2,26.7,25.3
04-02-2020,3,28.8,348,0,0,19.48,23.5,25.9,21.2
05-02-2020,2,31.4,346,0,0,19.75,22.8,24.3,20.9
06-02-2020,3,27.7,342,0,0,20.45,23.2,24.2,21.7
07-02-2020,2,31.6,343,0,0,20.64,21.9,23.7,20.1
08-02-2020,0,40.2,356,0,0,20.14,23,25.8,21.4
09-02-2020,3,38.9,13,0,0,20.07,24,29.1,22.3
10-02-2020,3,29.1,6,0,0,19.57,26.3,30,24.3
11-02-2020,3,24.3,358,0,0,15.78,27.7,31.8,26.2
12-02-2020,3,24.9,2,0,0,15.94,28.3,33.8,25.5
13-02-2020,2,31.9,0,0,0,16.93,27.5,31.9,25.2
14-02-2020,0,32.6,351,0,0,20.74,26.1,28.9,24.5
15-02-2020,0,30.8,343,0,0,21.01,24.6,26.4,23.7
16-02-2020,0,25.5,337,0,0,20.98,26.1,28,23.9
17-02-2020,0,20.8,332,0,0,21.01,28.1,29.5,26.5
18-02-2020,0,23.4,318,0,0,21.23,29,30.7,27
19-02-2020,2,22.7,330,0,0,21.39,28.3,29.9,27.5
20-02-2020,2,23.7,337,0,0,21.34,27.9,29.6,26.7
21-02-2020,3,28.9,341,0,0,21.53,26.8,28.2,25.3
22-02-2020,3,27.7,344,0,0,21.59,27,28.3,25
23-02-2020,0,29.5,340,0,0,21.68,26.6,28.4,25.6
24-02-2020,3,29.5,345,0,0,22.19,26.4,27.6,24.9
25-02-2020,2,32.4,359,0,0,22.56,25.9,30.5,23.9
26-02-2020,0,27.5,358,0,0,22.53,26.7,30.7,23.7
27-02-2020,0,25.4,2,0,0,22.65,27.6,33.1,24
28-02-2020,0,27.2,339,0,0,22.42,27.7,28.7,26.4
29-02-2020,0,28.6,332,0,0,22,27.9,29.8,26.4
01-03-2020,0,28.3,334,0,0,22.13,27.1,28.3,26
02-03-2020,1,20.1,316,0,0,22.72,28,28.8,26.9
03-03-2020,51,18.7,300,0.2,0.2,21.88,27.9,30.1,26.4
04-03-2020,2,22.4,312,0,0,21.36,27.1,28.1,25.8
05-03-2020,1,21.7,278,0,0,21.83,27,29,25.7
06-03-2020,1,24.1,270,0,0,20.32,26.4,27.4,25.3
07-03-2020,51,26.6,336,0.3,0.3,22.23,24.8,25.5,23.4
08-03-2020,0,24.3,328,0,0,23.22,25.4,26.5,23.7
09-03-2020,0,24.6,318,0,0,22.91,26.7,28,25
10-03-2020,2,18.3,316,0,0,19.87,27.1,27.9,25.2
11-03-2020,1,24.4,320,0,0,23.25,25.5,26.7,24.6
12-03-2020,3,27.9,337,0,0,21.84,24.3,25.8,23.1
13-03-2020,3,39,349,0,0,23.63,22.4,24.8,21
14-03-2020,3,36.4,353,0,0,24.74,23.8,26.4,20.1
15-03-2020,3,23.8,351,0,0,23.74,27.2,29.9,22.6
16-03-2020,0,25.1,333,0,0,23.53,28.6,31.4,25.7
17-03-2020,1,27.4,332,0,0,23.53,29.2,30.1,28
18-03-2020,1,21.8,320,0,0,23.57,29.5,30.8,28.3
19-03-2020,2,21.7,327,0,0,24.5,28.7,29.8,27.7
20-03-2020,2,19.2,304,0,0,23.54,28.8,30.1,27.7
21-03-2020,2,26.5,333,0,0,23.93,28,29.9,27
22-03-2020,1,31.3,333,0,0,23.94,28.2,30.2,26.6
23-03-2020,1,28.3,333,0,0,24.03,29.7,31.3,28.8
24-03-2020,3,26.4,306,0,0,23.93,31.2,33.6,29.9
25-03-2020,2,22.2,221,0,0,23.63,32.5,33.3,31.8
26-03-2020,1,23.8,281,0,0,22.19,32.2,33.5,29.4
27-03-2020,1,35.3,338,0,0,21.92,29.5,32.2,27.9
28-03-2020,1,36.1,340,0,0,22.67,28.6,30.8,27.4
29-03-2020,0,32,339,0,0,24.25,29.1,31,27.7
30-03-2020,0,24.2,323,0,0,24.39,30.6,31.6,29.9
31-03-2020,3,29.8,330,0,0,24.18,29.7,30.9,28.2
01-04-2020,2,33.2,335,0,0,24.85,29.4,31.1,27.2
02-04-2020,0,30.8,332,0,0,24.88,30,31.2,28.9
03-04-2020,2,31.1,323,0,0,24.74,31,32.4,29.2
04-04-2020,0,28.3,315,0,0,25.01,31.3,32.7,29.7
05-04-2020,1,23.5,263,0,0,25.15,31.8,33.1,30.6
06-04-2020,3,22.9,246,0,0,24.47,31.5,32.5,30.7
07-04-2020,3,20.1,278,0,0,24.24,31.4,32.7,30
08-04-2020,0,28.1,286,0,0,24.93,30.7,32.5,28.8
09-04-2020,0,30.5,321,0,0,25.55,30.6,32,29
10-04-2020,0,31,321,0,0,24.93,31.5,32.8,29.9
11-04-2020,1,26.1,313,0,0,24.01,32.5,34.7,31
12-04-2020,1,21.6,231,0,0,24.8,33.3,34.3,32.7
13-04-2020,1,24.9,219,0,0,24.01,33.1,34.1,32.4
14-04-2020,2,27.9,263,0,0,24.81,33.6,34.9,32
15-04-2020,2,24.7,212,0,0,23.63,33.5,34.6,32.3
16-04-2020,3,25.2,209,0,0,24.94,33.3,34.4,32.2
17-04-2020,3,23.6,258,0,0,24.34,33.4,34.3,32.2
18-04-2020,2,24.7,258,0,0,25.06,33.9,34.8,32.5
19-04-2020,2,30.8,322,0,0,24.65,33.8,35.3,32.1
20-04-2020,0,31,333,0,0,25.86,33.1,34.8,31.7
21-04-2020,2,24.5,298,0,0,25.96,33.4,35,32
22-04-2020,2,27.2,264,0,0,25.32,34.1,35.2,32.1
23-04-2020,3,25.5,285,0,0,25.25,33.7,35,32.3
24-04-2020,0,25.2,272,0,0,25.48,34,35.5,32.7
25-04-2020,1,23,271,0,0,25.46,33.4,34.6,32
26-04-2020,2,31.7,311,0,0,25.88,33.2,35.1,30.9
27-04-2020,1,28.3,302,0,0,25.08,32.8,34.4,30.8
28-04-2020,1,35.2,328,0,0,25.44,33.3,34.4,31.8
29-04-2020,2,23.9,259,0,0,24.65,34.9,36.1,34
30-04-2020,2,20.2,270,0,0,23.49,34.4,35.4,33.8
01-05-2020,2,25.5,290,0,0,22.1,33.9,35,32.7
02-05-2020,3,28.6,307,0,0,24.51,34,35.5,32.6
03-05-2020,2,25,312,0,0,25.52,33.8,35,32.6
04-05-2020,2,23.1,300,0,0,25.65,33.9,34.7,33
05-05-2020,2,27.7,318,0,0,25.23,34.4,35.3,32.8
06-05-2020,1,28,301,0,0,26.05,34.8,36.4,33.7
07-05-2020,1,26.8,286,0,0,26.06,34.1,35.3,32.4
08-05-2020,2,23.6,287,0,0,25.84,33.8,34.9,32.3
09-05-2020,1,25.8,310,0,0,25.44,33.9,34.8,32.4
10-05-2020,2,29.9,309,0,0,25.69,34.4,35.6,32.2
11-05-2020,1,28.7,318,0,0,25.82,33.9,35.2,31.9
12-05-2020,2,26.8,316,0,0,25.74,33.6,35.6,31.7
13-05-2020,2,26.1,310,0,0,24.58,34.5,35.7,33.1
14-05-2020,2,30,310,0,0,25.31,34.4,35.3,33.1
15-05-2020,3,31.9,320,0,0,25.28,34,35.2,32
16-05-2020,3,25.8,307,0,0,21.74,34.6,35.5,32.7
17-05-2020,51,32,313,0.1,0.1,22.26,33.9,35.1,32.2
18-05-2020,3,27.2,307,0,0,22.87,33.2,34,32.7
19-05-2020,51,24,292,0.1,0.1,22.53,33.4,34.2,32.5
20-05-2020,3,19.1,273,0,0,25.38,33.7,34.9,32.9
21-05-2020,2,23.5,266,0,0,25.23,33.9,35.3,32.5
22-05-2020,1,21.4,286,0,0,23.6,34.2,35.2,33.4
23-05-2020,2,30.2,303,0,0,25.82,33.8,35.1,32.3
24-05-2020,3,25.4,302,0,0,25.06,34,34.7,33
25-05-2020,51,24.3,303,0.1,0.1,23.19,34.3,35.4,33.2
26-05-2020,51,21.2,278,0.2,0.2,23.49,34.3,34.9,33.5
27-05-2020,51,19.4,265,0.1,0.1,25.3,34,35.6,33.3
28-05-2020,51,20.8,264,0.1,0.1,24.38,34.1,35.5,33.4
29-05-2020,51,19.8,264,0.2,0.2,25.27,35.1,36.9,33.9
30-05-2020,51,20.6,299,0.4,0.4,25.19,35.2,36.7,33.8
31-05-2020,53,29.6,306,1.3,1.3,24.17,34.5,36.1,32.6
01-06-2020,63,19.1,267,16.8,16.8,7.28,33.6,35.2,32.3
02-06-2020,61,34.5,40,16.3,16.3,8.58,31.2,33.8,29.2
03-06-2020,65,84.5,339,119.2,119.2,2.69,28.5,33,22.1
04-06-2020,53,30,206,8.7,8.7,14.44,31.3,33.3,30
05-06-2020,53,34.9,192,5.6,5.6,20.34,31.1,32.3,30
06-06-2020,55,34.2,194,7.9,7.9,15.97,30.3,31.1,29.1
07-06-2020,53,31.4,198,6.8,6.8,16.94,30.7,31.5,29.9
08-06-2020,53,27.7,205,6.5,6.5,17.57,31.3,32.6,29.7
09-06-2020,55,19.3,213,6.2,6.2,19.56,32.4,33.1,31
10-06-2020,61,19.6,230,17.1,17.1,19.58,32.8,33.6,32.3
11-06-2020,61,19.9,207,7.4,7.4,15.5,32.1,32.9,31.4
12-06-2020,55,20.1,204,5.3,5.3,13.65,32.7,34,31.2
13-06-2020,63,19,198,10.4,10.4,12.36,32,32.9,30.8
14-06-2020,61,22.6,191,6.2,6.2,18.68,32.6,34.6,31.8
15-06-2020,63,19.6,217,21.1,21.1,16.1,32.5,34.3,31.9
16-06-2020,63,24.2,197,22.5,22.5,9.77,31.6,33.1,30.4
17-06-2020,63,36.2,191,35.4,35.4,9.93,30.1,31.4,28.6
18-06-2020,63,37.6,204,19.6,19.6,8.95,30.2,31.7,29.1
19-06-2020,53,28.5,204,4.7,4.7,17.28,31.5,32.7,30.6
20-06-2020,53,27.4,202,4.8,4.8,17.55,31.6,33.6,29.9
21-06-2020,55,27.9,203,8,8,15.78,31,32,30
22-06-2020,53,29.6,196,7.1,7.1,18.6,30.7,31.6,29.1
23-06-2020,53,38.3,185,5.1,5.1,21.59,29.7,30.5,28.9
24-06-2020,61,29.5,188,5.1,5.1,20.98,31.3,32.7,30
25-06-2020,61,22.7,198,5.2,5.2,20.87,32.8,34.5,30.9
26-06-2020,61,19.6,203,5.9,5.9,17.24,33.4,34.5,31.2
27-06-2020,61,20,211,8,8,18.27,33.3,34.9,31.2
28-06-2020,63,25.5,218,13.9,13.9,19.01,33,34.7,31.4
29-06-2020,61,17.9,227,16.2,16.2,9.27,32.5,33.5,31.1
30-06-2020,61,27.9,182,11.4,11.4,9.73,31.4,32.4,30.2
01-07-2020,61,28.7,193,14.7,14.7,15.18,30.7,31.5,29.8
02-07-2020,63,27.2,221,25.2,25.2,17.15,31.1,32.4,29.9
03-07-2020,63,34.8,248,43.4,43.4,15.43,30.7,33.2,29.4
04-07-2020,65,48,247,150.5,150.5,4.2,29.6,32,28.2
05-07-2020,63,39.8,228,24.4,24.4,7.13,29.7,31.3,28.3
06-07-2020,63,49,222,34.5,34.5,16.84,28.7,29.7,27.4
07-07-2020,63,41.4,223,33.9,33.9,10.45,29.7,30.9,27.9
08-07-2020,63,31.1,211,21.3,21.3,15.97,30.5,31.7,29.6
09-07-2020,55,30.1,207,13.5,13.5,12.56,30.6,31.2,29.7
10-07-2020,61,31.7,210,11.3,11.3,11.38,30.4,31.6,28.7
11-07-2020,61,30.9,211,12.9,12.9,13.61,30.1,31,29.2
12-07-2020,63,25,218,24.2,24.2,12.75,30.5,31.4,29.7
13-07-2020,63,23,237,42.3,42.3,13.96,30.5,31.2,30
14-07-2020,63,24.8,249,29.8,29.8,12.81,31.1,32,30
15-07-2020,63,33,257,61.6,61.6,6.51,30.1,31,29
16-07-2020,63,43.8,211,38.4,38.4,9.83,29.2,30.1,27.3
17-07-2020,63,40,195,29.1,29.1,15.6,28.9,29.7,28.2
18-07-2020,61,34.2,191,11.5,11.5,12.21,29.7,30.8,28.8
19-07-2020,53,19.5,212,6.1,6.1,17.64,31.8,33.3,30.7
20-07-2020,55,25.2,201,5.9,5.9,13.64,31.6,32.5,30.4
21-07-2020,53,24.5,192,4.3,4.3,11.74,31.5,33.6,29.8
22-07-2020,53,17.8,218,2.6,2.6,18.85,32.9,34.3,32.1
23-07-2020,61,13.2,224,12.6,12.6,12.91,32.7,34.5,31.6
24-07-2020,61,19.9,190,12.7,12.7,8.93,31.9,32.9,31.1
25-07-2020,55,23.2,187,7.4,7.4,16.69,31,32.3,30
26-07-2020,61,27.6,196,12.8,12.8,18.54,30.5,32.3,29.1
27-07-2020,63,24.9,235,17.1,17.1,17.41,31.1,32.3,29.6
28-07-2020,63,18.4,252,13.8,13.8,18.06,31.8,33,30.7
29-07-2020,63,19.3,250,27.7,27.7,14.31,31.7,32.5,30.2
30-07-2020,61,23.5,234,15.5,15.5,10.84,31.6,33.3,30.1
31-07-2020,61,22.9,205,6.9,6.9,18.25,31.8,33.1,30.6
01-08-2020,53,30.1,179,3,3,20.08,31.2,32.4,29.5
02-08-2020,63,42.4,190,10.6,10.6,20.56,30.6,32,27.4
03-08-2020,65,57.1,217,92.6,92.6,8.46,28.6,31.2,26.6
04-08-2020,65,58.9,241,125.4,125.4,2.35,28.2,30.3,26.1
05-08-2020,65,54,261,156,156,2.85,28.6,29.8,27.2
06-08-2020,61,51.3,239,17.7,17.7,8,28.3,30,27
07-08-2020,61,41,221,12,12,12.94,29.2,30.8,28.3
08-08-2020,61,38.5,234,7.8,7.8,18.57,29.6,30.6,28.8
09-08-2020,53,31.5,237,5.5,5.5,12.56,30,31.1,28.8
10-08-2020,61,28.3,230,20.9,20.9,10.17,29.6,30.4,28.9
11-08-2020,61,31,232,28.9,28.9,4.73,29.6,30.7,28.4
12-08-2020,61,36.1,242,23,23,6.28,28.9,29.4,28.3
13-08-2020,63,39.3,236,34.6,34.6,7.01,28.5,29.7,27.4
14-08-2020,63,40,228,42.4,42.4,4.1,27.9,28.5,27.4
15-08-2020,63,41.1,235,52.1,52.1,5.05,28.5,29.4,27.4
16-08-2020,63,34.3,240,36.4,36.4,4.95,28.8,29.6,27.8
17-08-2020,61,31.5,237,24.6,24.6,5.01,28.8,30.4,27.7
18-08-2020,55,30.3,230,15.5,15.5,11.22,28.7,29.6,28.1
19-08-2020,53,35.4,241,8.4,8.4,18.3,29.3,30.1,28.3
20-08-2020,63,30.4,238,44.7,44.7,10.01,29,29.8,28.3
21-08-2020,63,34.6,231,29.2,29.2,8.86,28.9,29.5,28.3
22-08-2020,55,34.3,231,9.3,9.3,12.36,29.1,29.8,27.6
23-08-2020,53,37.8,227,5,5,15.39,28.7,29.6,27.6
24-08-2020,53,34.4,229,5.2,5.2,18.97,29.4,30.2,28.5
25-08-2020,51,30.6,224,2.1,2.1,21.73,30.1,31.2,29.2
26-08-2020,53,25.9,218,3.4,3.4,21.36,30.3,31.6,29.3
27-08-2020,55,25.1,219,9.8,9.8,15.79,29.8,30.7,29.2
28-08-2020,63,27.8,220,38,38,9.43,29.2,29.8,28.3
29-08-2020,61,30.7,226,30.5,30.5,4.76,28.8,29.8,28.2
30-08-2020,61,35.9,215,19,19,9.48,28.5,30.3,27.1
31-08-2020,53,30.6,220,7.5,7.5,17.92,29.5,30.8,27.6
01-09-2020,53,15.5,245,3,3,19.55,31.5,32.6,29.7
02-09-2020,51,23.9,331,0.7,0.7,22.06,31.9,33,30.8
03-09-2020,51,20.4,354,0.8,0.8,20.49,32.3,33.2,31.4
04-09-2020,55,18.4,4,2.4,2.4,20.88,33,35.3,30
05-09-2020,3,15.9,306,0,0,20.96,34.5,36.2,31.3
06-09-2020,65,19.7,321,19,19,14.66,33.8,36.2,31
07-09-2020,63,25.6,179,12.6,12.6,11.32,32.1,34.4,29.1
08-09-2020,63,21.3,344,4,4,17.38,32.7,34.9,29.4
09-09-2020,61,17,304,4.2,4.2,19.71,33.7,35,32.8
10-09-2020,63,17.3,226,4.6,4.6,18.65,32.9,34.3,30.9
11-09-2020,63,19.8,322,18.2,18.2,12.47,32.2,34.9,30.5
12-09-2020,61,55.8,214,8.9,8.9,13.14,28.6,31.7,25.8
13-09-2020,51,27.3,231,3.7,3.7,15.07,30.5,32,28.9
14-09-2020,55,17.3,202,7.5,7.5,15.79,31.1,32.1,30.2
15-09-2020,55,17.6,208,6.4,6.4,13.9,31.4,32.4,30.3
16-09-2020,61,16.2,239,8.7,8.7,14.74,31.8,32.5,30.9
17-09-2020,63,21.3,276,19.5,19.5,14.76,31.6,33,30.1
18-09-2020,53,12.9,277,2.2,2.2,14.21,31.8,33.4,29.6
19-09-2020,61,17.6,309,5.4,5.4,16.78,32.8,33.6,31.8
20-09-2020,53,23.3,329,4,4,15.03,33,34,31
21-09-2020,61,21.9,285,14.7,14.7,16.26,32.8,34.7,31
22-09-2020,65,44.5,210,61.2,61.2,12.35,31.2,33.1,27.9
23-09-2020,65,45.1,248,112.2,112.2,2.53,30.1,31.6,27.6
24-09-2020,55,17.6,218,5.6,5.6,17.79,31.8,32.7,30.7
25-09-2020,63,23.9,262,8.4,8.4,11.71,31.3,32,30.5
26-09-2020,51,22.3,268,2.3,2.3,18.86,30.8,32.3,29.6
27-09-2020,51,14.5,246,2.4,2.4,16.93,31.4,32,30.7
28-09-2020,51,13.4,265,1.9,1.9,18.39,31.6,33,30.4
29-09-2020,51,18.4,327,1.1,1.1,20.39,31.6,32.7,30.8
30-09-2020,51,20.4,315,1.3,1.3,20.67,31.4,32.4,29.9
01-10-2020,51,21.2,326,0.3,0.3,20.55,31.9,33,30.3
02-10-2020,51,19.9,356,0.6,0.6,19.31,33,34.3,31.9
03-10-2020,53,18.7,300,3.2,3.2,16.52,32.8,33.8,31.8
04-10-2020,61,16.8,208,8.2,8.2,10.69,31.5,32.9,29.7
05-10-2020,53,16.6,340,2.1,2.1,17.11,32.1,32.7,31
06-10-2020,51,22.2,341,1.5,1.5,19.43,33,34.1,31.8
07-10-2020,51,21,334,0.8,0.8,19.01,33.7,35,32.5
08-10-2020,51,19,346,0.4,0.4,19.24,34.4,36.1,33.4
09-10-2020,3,18.5,4,0,0,20.29,35.2,36.3,34
10-10-2020,61,22.2,177,4,4,15.25,34.3,35.6,33.2
11-10-2020,63,14.3,147,5.6,5.6,9.14,33.3,35.6,32
12-10-2020,53,11.4,324,0.9,0.9,14.91,34.3,35.6,32.3
13-10-2020,51,15.5,178,1.4,1.4,15.05,34.4,35.7,33.2
14-10-2020,65,21,200,30.1,30.1,7.69,34.6,36.6,29.9
15-10-2020,65,28.9,352,19.9,19.9,9.55,32.3,33.7,30.7
16-10-2020,51,35.2,147,0.3,0.3,17.05,30.4,32.3,28.8
17-10-2020,51,33.1,168,0.2,0.2,17.63,30.6,31.8,29.1
18-10-2020,53,21.7,182,1.6,1.6,17.37,32.2,33.5,30.3
19-10-2020,61,19.1,295,3.5,3.5,17,32.6,33.8,31.2
20-10-2020,55,19,345,5.7,5.7,18.02,32.8,34.4,31.5
21-10-2020,61,18,19,6.4,6.4,17.27,31.9,33.9,28.5
22-10-2020,63,20.6,16,13.2,13.2,14.78,31.9,34.3,30.1
23-10-2020,61,15.8,296,2.4,2.4,19.02,33.3,35.9,31.7
24-10-2020,55,16.8,180,1.6,1.6,16.01,32.4,34.1,30.6
25-10-2020,63,18,203,5.3,5.3,15.24,32.2,33.8,30
26-10-2020,3,16.6,8,0,0,18.75,33.4,35.1,32
27-10-2020,2,19.3,7,0,0,19.79,32.4,34.8,30.5
28-10-2020,1,20.6,354,0,0,19.84,33,35.2,31.3
29-10-2020,0,21.1,355,0,0,19.99,32.5,33.9,31.4
30-10-2020,0,23.3,358,0,0,20.01,31.8,33.3,31.1
31-10-2020,2,24.5,357,0,0,20.19,30.8,32,29.8
01-11-2020,3,21,354,0,0,18.74,31.8,33.3,29.9
02-11-2020,3,20.1,17,0,0,18.27,32.4,34.9,30.4
03-11-2020,0,22.8,12,0,0,19.47,32,34.6,29.2
04-11-2020,1,20.6,20,0,0,18.57,31.4,35.2,28.6
05-11-2020,0,22.8,34,0,0,19.72,30.5,36,26.5
06-11-2020,0,28.1,36,0,0,19.84,29.5,35,25.9
07-11-2020,0,25.8,24,0,0,19.8,29.6,35,25.8
08-11-2020,0,22.1,38,0,0,19.1,31.1,36,27.1
09-11-2020,0,21.1,27,0,0,19.37,29,32.7,24.2
10-11-2020,0,23.7,45,0,0,19.75,28.1,33.2,24.1
11-11-2020,0,30.2,46,0,0,19.76,27.3,32.1,23.2
12-11-2020,0,25,23,0,0,19.63,27.4,31.7,23.9
13-11-2020,1,25.9,2,0,0,18.57,29.4,31.8,25.7
14-11-2020,1,20.3,353,0,0,17.32,31.5,35.3,28.7
15-11-2020,3,21,355,0,0,17.79,31.4,33.2,30
16-11-2020,3,26.4,359,0,0,18.44,30.9,33.5,29.5
17-11-2020,3,27.4,0,0,0,17.2,31.4,34.2,30.1
18-11-2020,3,18.2,352,0,0,16.99,31.7,33.1,30.6
19-11-2020,3,29.3,358,0,0,16.29,29.8,32.8,26.9
20-11-2020,3,23.8,353,0,0,14.65,29.1,30.9,27.3
21-11-2020,3,27.6,351,0,0,18.02,28.6,29.9,27.4
22-11-2020,0,24,351,0,0,17.74,29.5,31.1,28.5
23-11-2020,2,28,346,0,0,17.71,28.5,30.4,26.8
24-11-2020,3,23.2,342,0,0,16.16,29,30.9,27.1
25-11-2020,2,24.4,344,0,0,15.92,29.3,30,27.8
26-11-2020,1,33.7,360,0,0,17.7,27.5,29.2,25.2
27-11-2020,1,33.6,21,0,0,17.53,27.4,32.2,24.8
28-11-2020,3,26.8,59,0,0,14.5,28,31.4,24.3
29-11-2020,1,19.1,358,0,0,17.24,29.8,32.3,28.3
30-11-2020,0,21.4,353,0,0,16.69,30.2,32.2,28.4
01-12-2020,1,22.7,348,0,0,16.87,31.1,34.6,29.4
02-12-2020,3,29.3,7,0,0,17.04,29.7,34.1,27.9
03-12-2020,2,29,12,0,0,17.43,28.7,31.5,26.6
04-12-2020,3,19.2,14,0,0,17.2,28.2,31.2,25.5
05-12-2020,2,17.4,21,0,0,17.64,27.9,31.4,24.6
06-12-2020,3,24.6,31,0,0,17.79,27.3,32.9,23.5
07-12-2020,3,25.6,45,0,0,17.66,27.5,32.4,23.1
08-12-2020,3,24,13,0,0,17.31,28.2,32.3,25.2
09-12-2020,3,20.5,6,0,0,15.51,29.6,33.1,25.8
10-12-2020,3,24.3,345,0,0,15.94,29.9,31.9,26.7
11-12-2020,53,19.2,7,1.3,1.3,8.05,28.7,31.4,27.1
12-12-2020,51,26.6,10,0.9,0.9,11.8,28.3,29.7,27.6
13-12-2020,51,26.7,8,0.3,0.3,11.1,27.6,28.6,25.7
14-12-2020,63,19.6,15,23.4,23.4,9.36,27.3,29.5,25.8
15-12-2020,1,33.9,356,0,0,15.83,26.7,29.3,25.2
16-12-2020,3,30.4,358,0,0,16.49,27,28.8,25.7
17-12-2020,3,31.8,360,0,0,16.72,27.5,30,26
18-12-2020,3,25.7,3,0,0,16.86,27.7,30.1,25.8
19-12-2020,2,26.7,29,0,0,17.05,27.3,32.5,24.2
20-12-2020,3,30.1,34,0,0,17.32,26.3,32.2,22.1
21-12-2020,3,24.9,38,0,0,17.56,25.5,30.4,21.4
22-12-2020,3,22.3,24,0,0,17.32,25.2,28.4,21.2
23-12-2020,2,22.6,8,0,0,17.48,25.4,28,22.3
24-12-2020,0,25.5,360,0,0,17.25,25.7,27.3,22.6
25-12-2020,0,19.7,23,0,0,16.75,27.6,32.2,23.8
26-12-2020,3,19.8,4,0,0,16.75,27.8,30.1,25.1
27-12-2020,3,33.4,348,0,0,16.56,25.7,27.8,20.9
28-12-2020,1,33.8,353,0,0,17.56,21.9,23.5,20.3
29-12-2020,3,28,351,0,0,17.27,23.1,25.5,21.3
30-12-2020,0,31.8,353,0,0,17.07,24.2,25.5,21.9
31-12-2020,2,23.7,348,0,0,17.02,26.9,30.1,23.9
01-01-2021,3,22,350,0,0,16.08,28.6,31.8,27.1
02-01-2021,3,25.6,341,0,0,15.62,27.1,29,25.3
03-01-2021,3,28.8,347,0,0,16.92,25.4,27,23.9
04-01-2021,51,27.7,342,0.1,0.1,15.24,25.1,26.2,23.9
05-01-2021,2,31.7,350,0,0,15.95,24.2,25.7,23
06-01-2021,3,31.3,350,0,0,16.22,24.2,26.1,22
07-01-2021,51,21.4,346,0.5,0.5,12.51,27.3,28.5,26.2
08-01-2021,51,19.1,355,0.8,0.8,11.26,28.3,29.2,27.5
09-01-2021,51,22.2,359,0.1,0.1,15.92,28.8,31.3,27.3
10-01-2021,3,20.6,358,0,0,15.94,29.8,31.5,28.5
11-01-2021,3,19.4,350,0,0,17.06,29.5,31.7,28.2
12-01-2021,3,30.6,355,0,0,17.26,28.9,31.8,27.1
13-01-2021,1,27.5,355,0,0,17.32,27.5,30.4,25.9
14-01-2021,3,30.2,343,0,0,17.42,26.8,29.1,25.8
15-01-2021,3,26.2,345,0,0,17.7,26.2,27,24.9
16-01-2021,2,25.5,343,0,0,18.13,25.9,27.4,23.9
17-01-2021,3,20,334,0,0,17.75,27.3,28.2,26.3
18-01-2021,1,26.9,340,0,0,17.54,26.4,27.2,25.5
19-01-2021,0,28.7,345,0,0,17.99,26.3,27.2,25.1
20-01-2021,0,27.6,344,0,0,18.45,25.4,26.9,23.8
21-01-2021,1,24.4,344,0,0,19.1,24.8,26.1,23.2
22-01-2021,0,27.1,343,0,0,18.65,26.1,27.3,24.2
